,City,State,Median_Age,Male_Population,Female_Population,Total_Population,Number_of_Veterans,Foreign-born,Average_household_size,State_code,Race,Count
732,Springfield,Illinois,38.8,55639.0,62170.0,117809,7525.0,4264.0,2.22,IL,American Indian and Alaska Native,1602
733,Schenectady,New York,36.7,32398.0,32901.0,65299,3388.0,10961.0,2.82,NY,Asian,5140
734,Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,10548.0,56514.0,2.58,MN,Asian,58174
735,Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,61995.0,205339.0,2.61,PA,American Indian and Alaska Native,17500
736,Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,5199.0,8948.0,2.6,TN,Hispanic or Latino,8840
737,Pearland,Texas,33.9,52336.0,59329.0,111665,5621.0,16882.0,3.0,TX,Hispanic or Latino,26460
738,South Gate,California,32.5,47758.0,48641.0,96399,724.0,40571.0,3.97,CA,White,55444
739,South Gate,California,32.5,47758.0,48641.0,96399,724.0,40571.0,3.97,CA,Black or African-American,1615
740,Racine,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,Hispanic or Latino,18215
741,Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,54995.0,38360.0,2.61,VA,American Indian and Alaska Native,4590
742,Brownsville,Texas,30.6,87689.0,96199.0,183888,4211.0,53301.0,3.48,TX,Asian,1589
743,Tracy,California,35.5,43156.0,43937.0,87093,3025.0,25410.0,3.42,CA,White,58041
744,Asheville,North Carolina,37.9,42100.0,46407.0,88507,4973.0,6630.0,2.18,NC,Black or African-American,9078
745,Asheville,North Carolina,37.9,42100.0,46407.0,88507,4973.0,6630.0,2.18,NC,American Indian and Alaska Native,496
746,Costa Mesa,California,34.8,59097.0,54089.0,113186,4095.0,26645.0,2.59,CA,Asian,9165
747,Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,American Indian and Alaska Native,1395
748,Bayonne,New Jersey,39.7,32705.0,33598.0,66303,2225.0,21899.0,2.62,NJ,White,41431
749,New Haven,Connecticut,29.9,63765.0,66545.0,130310,2567.0,25871.0,2.48,CT,Asian,7966
750,Salt Lake City,Utah,32.1,98364.0,94296.0,192660,6829.0,32166.0,2.38,UT,Black or African-American,5365
751,Trenton,New Jersey,33.3,42581.0,41650.0,84231,2604.0,20428.0,3.04,NJ,Black or African-American,43471
752,Tyler,Texas,33.9,50422.0,53283.0,103705,4813.0,8225.0,2.59,TX,American Indian and Alaska Native,1057
753,Napa,California,37.2,39828.0,40601.0,80429,4678.0,18449.0,2.84,CA,Asian,3593
754,Centennial,Colorado,42.4,53222.0,56504.0,109726,7226.0,9501.0,2.66,CO,Black or African-American,4005
755,Sunrise,Florida,37.7,41471.0,51235.0,92706,4108.0,38209.0,2.98,FL,Black or African-American,33951
756,Lawrence,Massachusetts,30.8,37464.0,42776.0,80240,1190.0,29170.0,3.17,MA,White,40757
757,Lawrence,Massachusetts,30.8,37464.0,42776.0,80240,1190.0,29170.0,3.17,MA,Black or African-American,9221
758,Tucson,Arizona,33.6,264893.0,266781.0,531674,38182.0,82220.0,2.45,AZ,White,404342
759,Westminster,California,42.9,45538.0,46573.0,92111,3435.0,42227.0,3.27,CA,American Indian and Alaska Native,1022
760,Columbia,Maryland,37.9,52202.0,51265.0,103467,6526.0,23249.0,2.68,MD,Hispanic or Latino,8033
761,Columbia,Maryland,37.9,52202.0,51265.0,103467,6526.0,23249.0,2.68,MD,Asian,17821
762,Fullerton,California,34.5,69549.0,71300.0,140849,5394.0,43404.0,2.97,CA,American Indian and Alaska Native,1668
763,Lake Forest,California,40.3,41515.0,40982.0,82497,3748.0,20784.0,2.76,CA,White,59846
764,Stockton,California,32.5,150976.0,154674.0,305650,12822.0,79583.0,3.16,CA,Asian,76859
765,Carrollton,Texas,36.9,66928.0,66218.0,133146,5720.0,35327.0,2.78,TX,Black or African-American,10923
766,Cedar Park,Texas,34.4,31248.0,33589.0,64837,3090.0,5207.0,3.05,TX,Black or African-American,3667
767,San Antonio,Texas,33.1,721405.0,748419.0,1469824,109089.0,208046.0,2.93,TX,White,1240092
768,Orem,Utah,26.1,48695.0,45762.0,94457,2828.0,12808.0,3.26,UT,White,85512
769,Chandler,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,American Indian and Alaska Native,6601
770,Norman,Oklahoma,30.9,59483.0,60814.0,120297,5578.0,8705.0,2.47,OK,White,106409
771,Norman,Oklahoma,30.9,59483.0,60814.0,120297,5578.0,8705.0,2.47,OK,Black or African-American,6620
772,Youngs,Ohio,37.5,30758.0,33851.0,64609,3620.0,1058.0,2.22,OH,American Indian and Alaska Native,875
773,Little Rock,Arkansas,36.6,96997.0,100989.0,197986,12343.0,16640.0,2.36,AR,American Indian and Alaska Native,961
774,Erie,Pennsylvania,35.3,48618.0,50852.0,99470,7093.0,6275.0,2.31,PA,American Indian and Alaska Native,913
775,Mountain View,California,33.5,42493.0,37945.0,80438,1376.0,31857.0,2.46,CA,American Indian and Alaska Native,577
776,Hayward,California,34.3,78152.0,80148.0,158300,4385.0,60970.0,3.32,CA,Hispanic or Latino,64880
777,Bk,California,37.0,50405.0,54909.0,105314,4048.0,32435.0,2.52,CA,Asian,14636
778,Evanston,Illinois,36.8,34146.0,41377.0,75523,2058.0,15003.0,2.29,IL,Black or African-American,11671
779,Yonkers,New York,38.0,96580.0,104538.0,201118,4801.0,61247.0,2.8,NY,Asian,13981
780,Lakewood,California,39.9,41523.0,40069.0,81592,4094.0,18274.0,3.13,CA,American Indian and Alaska Native,398
781,Miramar,Florida,36.6,66157.0,70958.0,137115,3077.0,57179.0,3.41,FL,Asian,12084
782,Lorain,Ohio,35.6,30844.0,32807.0,63651,4905.0,1531.0,2.52,OH,Asian,308
783,Sandy,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,White,85130
784,Moreno Valley,California,30.7,98584.0,105597.0,204181,8529.0,54442.0,3.9,CA,Black or African-American,35550
785,Nampa,Idaho,31.4,45651.0,44199.0,89850,4736.0,6607.0,2.98,ID,White,80776
786,Delray Beach,Florida,47.9,32219.0,34042.0,66261,4232.0,16639.0,2.35,FL,Asian,1696
787,Rapid City,South Dakota,39.5,36122.0,37446.0,73568,7429.0,2375.0,2.31,SD,Hispanic or Latino,2971
788,Newport News,Virginia,32.8,88385.0,94000.0,182385,18896.0,12589.0,2.46,VA,Black or African-American,79245
789,Greeley,Colorado,31.0,50792.0,50091.0,100883,4294.0,11480.0,2.75,CO,Hispanic or Latino,39271
790,Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,3650.0,18033.0,2.41,MI,American Indian and Alaska Native,313
791,Denton,Texas,28.7,62478.0,68569.0,131047,6352.0,18451.0,2.66,TX,Hispanic or Latino,29350
792,Lafayette,Louisiana,31.7,64018.0,63643.0,127661,5206.0,5396.0,2.54,LA,Hispanic or Latino,6556
793,Alafaya,Florida,33.5,39504.0,45760.0,85264,4176.0,15842.0,2.94,FL,Hispanic or Latino,34897
794,Gresham,Oregon,36.7,53866.0,56716.0,110582,6326.0,17860.0,2.67,OR,Hispanic or Latino,23576
795,Gresham,Oregon,36.7,53866.0,56716.0,110582,6326.0,17860.0,2.67,OR,American Indian and Alaska Native,2084
796,Federal Way,Washington,36.4,49151.0,46037.0,95188,7135.0,18565.0,2.68,WA,American Indian and Alaska Native,2396
797,Jacksonville,Florida,35.7,419203.0,448828.0,868031,75432.0,85650.0,2.62,FL,White,543582
798,Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,23213.0,101312.0,2.69,HI,Black or African-American,11781
799,Gainesville,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,American Indian and Alaska Native,740
800,Richmond,California,35.3,52615.0,57100.0,109715,3611.0,42215.0,2.87,CA,Asian,20082
801,Deltona,Florida,39.9,44853.0,43621.0,88474,5664.0,7098.0,2.89,FL,Black or African-American,12056
802,Waterloo,Iowa,37.2,34488.0,33969.0,68457,4800.0,5082.0,2.42,IA,Asian,1636
803,Jersey City,New Jersey,34.3,131765.0,132512.0,264277,4374.0,109186.0,2.57,NJ,Hispanic or Latino,79718
804,Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,3408.0,13177.0,2.44,AR,Asian,6228
805,Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,3647.0,4706.0,2.67,AL,Hispanic or Latino,2475
806,San Bernardino,California,28.5,108671.0,107466.0,216137,7741.0,55135.0,3.55,CA,Hispanic or Latino,136214
807,West Covina,California,39.8,51629.0,56860.0,108489,3800.0,37038.0,3.56,CA,American Indian and Alaska Native,518
808,Lincoln,Nebraska,32.3,138544.0,138802.0,277346,14694.0,22958.0,2.4,NE,American Indian and Alaska Native,4281
809,Mission Viejo,California,44.9,48849.0,48314.0,97163,4713.0,17308.0,2.85,CA,White,81186
810,Folsom,California,40.9,41051.0,35317.0,76368,4187.0,13234.0,2.62,CA,White,57435
811,Folsom,California,40.9,41051.0,35317.0,76368,4187.0,13234.0,2.62,CA,Black or African-American,3985
812,Dale City,Virginia,33.4,35984.0,35415.0,71399,6085.0,22306.0,3.65,VA,Asian,9251
813,Rockford,Illinois,36.3,71076.0,78270.0,149346,8894.0,18323.0,2.52,IL,American Indian and Alaska Native,2301
814,Tampa,Florida,35.3,175517.0,193511.0,369028,20636.0,58795.0,2.47,FL,American Indian and Alaska Native,2915
815,Racine,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,Asian,1175
816,Frederick,Maryland,36.1,33146.0,36336.0,69482,3870.0,14211.0,2.48,MD,Black or African-American,13372
817,Champaign,Illinois,28.7,43326.0,42760.0,86086,3734.0,12261.0,2.25,IL,Asian,11746
818,Marysville,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,White,58894
819,Bayonne,New Jersey,39.7,32705.0,33598.0,66303,2225.0,21899.0,2.62,NJ,Hispanic or Latino,19525
820,Homestead,Florida,31.4,31401.0,35099.0,66500,2287.0,24408.0,3.48,FL,White,48820
821,Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,37443.0,58200.0,2.49,NM,White,411847
822,Palo Alto,California,40.2,31451.0,35397.0,66848,2025.0,23348.0,2.55,CA,Black or African-American,1049
823,Pueblo,Colorado,37.6,55635.0,53784.0,109419,7989.0,3578.0,2.44,CO,Asian,2468
824,Raleigh,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,White,275892
825,Kansas City,Missouri,35.9,228430.0,246931.0,475361,24710.0,37787.0,2.35,MO,Black or African-American,147739
826,Plano,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,Hispanic or Latino,42959
827,Plano,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,White,195220
828,Tyler,Texas,33.9,50422.0,53283.0,103705,4813.0,8225.0,2.59,TX,White,72728
829,Tyler,Texas,33.9,50422.0,53283.0,103705,4813.0,8225.0,2.59,TX,Black or African-American,26156
830,Hesperia,California,29.4,43588.0,49698.0,93286,3739.0,16667.0,3.52,CA,White,78718
831,Temecula,California,34.2,54407.0,57619.0,112026,7587.0,18884.0,3.34,CA,American Indian and Alaska Native,2236
832,Boynton Beach,Florida,45.8,33701.0,40271.0,73972,4727.0,15431.0,2.45,FL,Asian,2114
833,Jackson,Tennessee,35.3,30007.0,36973.0,66980,3529.0,2097.0,2.52,TN,American Indian and Alaska Native,564
834,San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,4300.0,5757.0,3.44,AZ,Hispanic or Latino,18733
835,Tucson,Arizona,33.6,264893.0,266781.0,531674,38182.0,82220.0,2.45,AZ,Black or African-American,33900
836,Westminster,California,42.9,45538.0,46573.0,92111,3435.0,42227.0,3.27,CA,Hispanic or Latino,19111
837,Lehigh Acres,Florida,34.3,57856.0,61624.0,119480,5551.0,31880.0,3.55,FL,Black or African-American,29998
838,Lehigh Acres,Florida,34.3,57856.0,61624.0,119480,5551.0,31880.0,3.55,FL,Asian,1853
839,Largo,Florida,45.1,38166.0,42841.0,81007,8310.0,10489.0,2.28,FL,White,73502
840,Norwalk,Connecticut,42.4,40880.0,47603.0,88483,2877.0,22328.0,2.7,CT,Black or African-American,15129
841,Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,3173.0,17884.0,2.41,RI,American Indian and Alaska Native,1359
842,Indianapolis,Indiana,34.1,410615.0,437808.0,848423,42186.0,72456.0,2.53,IN,Hispanic or Latino,83426
843,Flagstaff,Arizona,23.9,33224.0,37093.0,70317,3667.0,4262.0,2.55,AZ,Hispanic or Latino,13606
844,Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,12416.0,34003.0,2.91,FL,Black or African-American,32986
845,Waukegan,Illinois,32.3,45514.0,42833.0,88347,3404.0,30997.0,2.92,IL,White,65629
846,Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,4534.0,22135.0,2.61,FL,White,64441
847,Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5012.0,5757.0,2.41,MN,Black or African-American,6401
848,Fargo,North Dakota,30.7,60560.0,58690.0,119250,6154.0,9428.0,2.18,ND,American Indian and Alaska Native,3102
849,Atascocita,Texas,32.8,37424.0,40816.0,78240,4416.0,8657.0,3.03,TX,Asian,2441
850,Mesquite,Texas,34.6,69240.0,75884.0,145124,6438.0,26755.0,2.96,TX,Asian,4496
851,Midland,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,White,115958
852,Alexandria,Virginia,36.6,74989.0,78522.0,153511,10635.0,44030.0,2.2,VA,Hispanic or Latino,25573
853,Alexandria,Virginia,36.6,74989.0,78522.0,153511,10635.0,44030.0,2.2,VA,White,106215
854,Alexandria,Virginia,36.6,74989.0,78522.0,153511,10635.0,44030.0,2.2,VA,Black or African-American,37168
855,Topeka,Kansas,37.1,60879.0,66378.0,127257,9608.0,6711.0,2.32,KS,American Indian and Alaska Native,4804
856,Cary,North Carolina,39.9,78932.0,81582.0,160514,7426.0,30008.0,2.61,NC,Black or African-American,15496
857,Omaha,Nebraska,34.2,218789.0,225098.0,443887,24503.0,48263.0,2.47,NE,White,353417
858,Palm Bay,Florida,40.7,51767.0,56128.0,107895,10942.0,12070.0,2.82,FL,Hispanic or Latino,16841
859,Manchester,New Hampshire,37.3,54845.0,55378.0,110223,5473.0,14506.0,2.4,NH,Asian,4304
860,Olathe,Kansas,33.0,65046.0,69270.0,134316,6042.0,11913.0,2.97,KS,Black or African-American,9518
861,Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,Black or African-American,10904
862,Portsmouth,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,White,43004
863,Vacaville,California,35.8,50091.0,46703.0,96794,9064.0,10577.0,2.9,CA,Asian,9273
864,Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,72042.0,573463.0,2.53,IL,Black or African-American,873316
865,Charleston,South Carolina,35.0,63956.0,71568.0,135524,9368.0,5767.0,2.4,SC,Hispanic or Latino,3929
866,Charleston,South Carolina,35.0,63956.0,71568.0,135524,9368.0,5767.0,2.4,SC,White,104016
867,Redondo Beach,California,43.0,34855.0,33330.0,68185,3014.0,13536.0,2.34,CA,Black or African-American,2234
868,Hollywood,Florida,41.4,75358.0,74363.0,149721,6056.0,55158.0,2.65,FL,Black or African-American,34916
869,Gastonia,North Carolina,36.9,35527.0,39023.0,74550,3537.0,5715.0,2.67,NC,Black or African-American,22179
870,Knoxville,Tennessee,33.1,89978.0,95334.0,185312,10897.0,10285.0,2.21,TN,Black or African-American,35049
871,Westland,Michigan,39.9,37742.0,44253.0,81995,4756.0,6429.0,2.41,MI,Black or African-American,16422
872,Orlando,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,White,179121
873,Jackson,Mississippi,31.7,79039.0,91772.0,170811,8146.0,1789.0,2.65,MS,White,28775
874,Columbia,Missouri,26.8,56544.0,62554.0,119098,4548.0,10729.0,2.37,MO,Asian,8673
875,Yuma,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,White,69691
876,Roanoke,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,American Indian and Alaska Native,594
877,Redlands,California,36.2,33993.0,37035.0,71028,3445.0,8681.0,2.82,CA,Black or African-American,6973
878,Brentwood,New York,34.2,31395.0,32397.0,63792,1492.0,27058.0,4.98,NY,Hispanic or Latino,40111
879,Wyoming,Michigan,32.8,35967.0,39310.0,75277,3447.0,8612.0,2.65,MI,White,58989
880,Lawton,Oklahoma,31.1,51099.0,45560.0,96659,11572.0,6123.0,2.72,OK,Hispanic or Latino,13780
881,Reading,Pennsylvania,29.4,43668.0,44205.0,87873,2580.0,17043.0,2.95,PA,Black or African-American,20821
882,Reading,Pennsylvania,29.4,43668.0,44205.0,87873,2580.0,17043.0,2.95,PA,American Indian and Alaska Native,9671
883,Victoria,Texas,35.8,32290.0,35291.0,67581,5000.0,4480.0,2.7,TX,Black or African-American,6058
884,Provo,Utah,23.6,56231.0,59027.0,115258,2177.0,10925.0,3.28,UT,Hispanic or Latino,16668
885,Rialto,California,31.6,49902.0,53235.0,103137,2036.0,32741.0,3.83,CA,White,74551
886,Rialto,California,31.6,49902.0,53235.0,103137,2036.0,32741.0,3.83,CA,Black or African-American,11800
887,Pomona,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,American Indian and Alaska Native,3866
888,Warner Robins,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,White,42306
889,Pleasanton,California,41.3,36662.0,42857.0,79519,2424.0,23208.0,2.87,CA,Hispanic or Latino,7949
890,Norwalk,Connecticut,42.4,40880.0,47603.0,88483,2877.0,22328.0,2.7,CT,Asian,2954
891,Cedar Park,Texas,34.4,31248.0,33589.0,64837,3090.0,5207.0,3.05,TX,American Indian and Alaska Native,219
892,East Los Angeles,California,32.6,60460.0,59206.0,119666,1101.0,49575.0,3.75,CA,Hispanic or Latino,116211
893,Montgomery,Alabama,35.4,94582.0,106004.0,200586,14955.0,9337.0,2.41,AL,Hispanic or Latino,6648
894,Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,12416.0,34003.0,2.91,FL,White,135049
895,Brandon,Florida,36.1,55679.0,58289.0,113968,9417.0,16390.0,2.64,FL,American Indian and Alaska Native,1921
896,New Britain,Connecticut,33.4,37350.0,35459.0,72809,2219.0,15080.0,2.52,CT,Hispanic or Latino,30188
897,Fort Collins,Colorado,29.6,80893.0,80288.0,161181,8425.0,9704.0,2.45,CO,White,150568
898,Simi Valley,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,American Indian and Alaska Native,2474
899,Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,8252.0,3732.0,2.51,NC,Asian,4204
900,Sandy,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,Hispanic or Latino,6832
901,Sandy,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,American Indian and Alaska Native,507
902,El Monte,California,37.3,57961.0,58784.0,116745,1686.0,59655.0,3.67,CA,Hispanic or Latino,77523
903,Roswell,Georgia,38.8,48637.0,45859.0,94496,3325.0,16501.0,2.7,GA,White,69857
904,Topeka,Kansas,37.1,60879.0,66378.0,127257,9608.0,6711.0,2.32,KS,Black or African-American,15030
905,Nampa,Idaho,31.4,45651.0,44199.0,89850,4736.0,6607.0,2.98,ID,Black or African-American,1600
906,Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,5846.0,3755.0,2.58,MO,White,68293
907,Warren,Michigan,43.2,64063.0,71293.0,135356,7806.0,18822.0,2.45,MI,White,96357
908,Troy,Michigan,43.3,42371.0,40905.0,83276,2975.0,21004.0,2.59,MI,Black or African-American,5294
909,Portsmouth,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,Hispanic or Latino,3896
910,Davenport,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,White,88145
911,Davenport,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,Asian,3071
912,Arden-Arcade,California,41.5,47596.0,48680.0,96276,6511.0,13458.0,2.18,CA,Black or African-American,13647
913,Largo,Florida,45.1,38166.0,42841.0,81007,8310.0,10489.0,2.28,FL,Black or African-American,5860
914,Austin,Texas,32.7,475718.0,456122.0,931840,37414.0,181686.0,2.5,TX,White,708171
915,Concord,California,39.6,62310.0,66358.0,128668,6287.0,37428.0,2.72,CA,Asian,17453
916,Wichita Falls,Texas,34.0,55775.0,48934.0,104709,7800.0,9855.0,2.41,TX,Hispanic or Latino,23061
917,Fremont,California,38.3,114383.0,117808.0,232191,4629.0,109427.0,3.12,CA,White,67294
918,Thornton,Colorado,33.1,65482.0,67977.0,133459,7261.0,17949.0,2.97,CO,Hispanic or Latino,49241
919,Dearborn,Michigan,33.5,46482.0,48698.0,95180,3163.0,23920.0,3.04,MI,American Indian and Alaska Native,713
920,Cranston,Rhode Island,39.9,38365.0,42712.0,81077,4702.0,10631.0,2.56,RI,Black or African-American,8193
921,Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,6238.0,7443.0,2.55,WI,Black or African-American,11915
922,Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,6238.0,7443.0,2.55,WI,American Indian and Alaska Native,1264
923,Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,White,13498
924,San Buenaventura,California,37.7,53932.0,55785.0,109717,5980.0,18025.0,2.68,CA,Asian,6547
925,Palm Coast,Florida,48.8,39489.0,42632.0,82121,7950.0,9084.0,2.76,FL,Asian,2479
926,Hialeah,Florida,43.0,111530.0,125552.0,237082,1844.0,170148.0,3.31,FL,White,219991
927,Scottsdale,Arizona,46.9,115712.0,121132.0,236844,16798.0,27207.0,2.17,AZ,Hispanic or Latino,24766
928,Fresno,California,30.0,256130.0,263942.0,520072,18410.0,103453.0,3.12,CA,White,325651
929,Clifton,New Jersey,38.5,41932.0,44409.0,86341,2603.0,27979.0,3.11,NJ,Black or African-American,8743
930,Denver,Colorado,34.1,341137.0,341408.0,682545,29363.0,113222.0,2.33,CO,American Indian and Alaska Native,14008
931,Roanoke,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,White,68761
932,Bellflower,California,33.4,38936.0,39498.0,78434,2154.0,24607.0,3.58,CA,American Indian and Alaska Native,783
933,Broomfield,Colorado,36.8,31755.0,33310.0,65065,3966.0,5316.0,2.53,CO,American Indian and Alaska Native,601
934,Joliet,Illinois,33.1,70863.0,79162.0,150025,7353.0,22409.0,3.13,IL,American Indian and Alaska Native,523
935,Riverside,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,Hispanic or Latino,160697
936,Menifee,California,37.1,42866.0,44297.0,87163,6821.0,12481.0,3.06,CA,Hispanic or Latino,29790
937,Pomona,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,Black or African-American,10774
938,Bloomington,Illinois,35.1,37972.0,40323.0,78295,3888.0,7287.0,2.34,IL,Hispanic or Latino,3461
939,Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,15217.0,70769.0,2.26,MN,Black or African-American,89996
940,Glendale,California,42.1,98181.0,102844.0,201025,4448.0,111510.0,2.69,CA,Black or African-American,4619
941,Carson,California,40.4,43790.0,49506.0,93296,4273.0,33860.0,3.7,CA,Black or African-American,19947
942,San Marcos,California,35.4,45246.0,47688.0,92934,5189.0,21558.0,3.13,CA,American Indian and Alaska Native,821
